NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
PYRIMIDINE DEOXYRIBONUCLEOTIDES BIOSYNTHESIS FROM CTP%BIOCYC%PWY-7210	15		Rejected!	
UTP AND CTP <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7176	12		Rejected!	
SUPERPATHWAY OF CHOLINE DEGRADATION TO L-SERINE%BIOCYC%PWY66-414	6		Rejected!	
TCA CYCLE%BIOCYC%PWY66-398	18	18		
<I>N< I><SUP>1< SUP>-METHYL-<I>N< I><SUP>3< SUP>-AMINOCARBOXYPROPYL-PSEUDOURIDINE-MODIFIED RRNA BIOSYNTHESIS%BIOCYC%PWY-8341	2		Rejected!	
FATTY ACID &BETA;-OXIDATION%BIOCYC%FAO-PWY	11		Rejected!	
CERAMIDE <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY3DJ-12	7		Rejected!	
ARACHIDONATE BIOSYNTHESIS IV (8-DETATURASE)%BIOCYC%PWY-7601	1		Rejected!	
ERYTHRITOL BIOSYNTHESIS II%BIOCYC%PWY-8373	3		Rejected!	
LACTO-SERIES GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7839	8		Rejected!	
L-SERINE DEGRADATION%BIOCYC%SERDEG-PWY	1		Rejected!	
TETRAHYDROPTERIDINE RECYCLING%BIOCYC%PWY-8099	3		Rejected!	
SPERMIDINE BIOSYNTHESIS%BIOCYC%BSUBPOLYAMSYN-PWY	1		Rejected!	
TETRAHYDROBIOPTERIN <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-5663	3		Rejected!	
L-TRYPTOPHAN DEGRADATION (KYNURENINE PATHWAY)%BIOCYC%TRYPTOPHAN-DEGRADATION-1	14		Rejected!	
PROTEIN <I>O< I>-[<I>N< I>-ACETYL]-GLUCOSYLATION%BIOCYC%PWY-7437	2		Rejected!	
CYTOCHROME <I>C< I> BIOGENESIS%BIOCYC%PWY-8145	1		Rejected!	
RETINOATE BIOSYNTHESIS I%BIOCYC%PWY-6872	8		Rejected!	
ABH AND LEWIS EPITOPES BIOSYNTHESIS FROM TYPE 2 PRECURSOR DISACCHARIDE%BIOCYC%PWY-7831	13		Rejected!	
CMP PHOSPHORYLATION%BIOCYC%PWY-7205	10		Rejected!	
SUPERPATHWAY OF PYRIMIDINE RIBONUCLEOSIDES DEGRADATION%BIOCYC%PWY-7209	6		Rejected!	
THYROID HORMONE METABOLISM I (VIA DEIODINATION)%BIOCYC%PWY-6260	3		Rejected!	
ICOSAPENTAENOATE BIOSYNTHESIS II (6-DESATURASE, MAMMALS)%BIOCYC%PWY-7049	8		Rejected!	
I ANTIGEN AND I ANTIGEN BIOSYNTHESIS%BIOCYC%PWY-7837	6		Rejected!	
FATTY ACID &BETA;-OXIDATION (UNSATURATED, ODD NUMBER)%BIOCYC%PWY-5137	2		Rejected!	
GLYCOLYSIS%BIOCYC%PWY66-400	25	19		
HYDROGEN SULFIDE BIOSYNTHESIS II (MAMMALIAN)%BIOCYC%PWY66-426	2		Rejected!	
HUMAN MILK OLIGISACCHARIDES BIOSYNTHESIS%BIOCYC%PWY-8459	12		Rejected!	
INOSINE 5'-PHOSPHATE DEGRADATION%BIOCYC%PWY-5695	6		Rejected!	
HEME BIOSYNTHESIS FROM UROPORPHYRINOGEN-III I%BIOCYC%HEME-BIOSYNTHESIS-II	4		Rejected!	
MITOCHONDRIAL L-CARNITINE SHUTTLE%BIOCYC%PWY-6111	5		Rejected!	
EUMELANIN BIOSYNTHESIS%BIOCYC%PWY-6498	4		Rejected!	
ANANDAMIDE DEGRADATION%BIOCYC%PWY6666-1	2		Rejected!	
FORMALDEHYDE OXIDATION II (GLUTATHIONE-DEPENDENT)%ECOCYC%PWY-1801	2		Rejected!	
GLOBO-SERIES GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7838	9		Rejected!	
TREHALOSE DEGRADATION%BIOCYC%PWY0-1182	5		Rejected!	
LINOLEATE METABOLITES BIOSYNTHESIS%BIOCYC%PWY-8395	5		Rejected!	
THE VISUAL CYCLE I (VERTEBRATES)%BIOCYC%PWY-6861	16		Rejected!	
ANDROGEN BIOSYNTHESIS%BIOCYC%PWY66-378	7		Rejected!	
GUANOSINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7221	12		Rejected!	
RETINOL BIOSYNTHESIS%BIOCYC%PWY-6857	19		Rejected!	
DOCOSAHEXAENOATE METABOLITES BIOSYNTHESIS%BIOCYC%PWY-8400	6		Rejected!	
3-PHOSPHOINOSITIDE BIOSYNTHESIS%BIOCYC%PWY-6352	27	25		
UDP-<I>N< I>-ACETYL-D-GALACTOSAMINE BIOSYNTHESIS II%BIOCYC%PWY-5514	12		Rejected!	
4-AMINOBUTANOATE DEGRADATION I%BIOCYC%PWY-6535	2		Rejected!	
CMP-2-KETO-3-DEOXY-D-<I>GLYCERO< I>-D-<I>GALACTO< I>-NONONATE BIOSYNTHESIS%BIOCYC%PWY-6140	1		Rejected!	
L-CYSTEINE DEGRADATION I%BIOCYC%CYSTEINE-DEG-PWY	2		Rejected!	
STEARATE BIOSYNTHESIS%BIOCYC%PWY-5972	11		Rejected!	
&BETA;-ALANINE DEGRADATION%BIOCYC%BETA-ALA-DEGRADATION-I-PWY	1		Rejected!	
<I>TRANS< I>-4-HYDROXY-L-PROLINE DEGRADATION%BIOCYC%HYDROXYPRODEG-PWY	4		Rejected!	
&ALPHA;-TOCOPHEROL DEGRADATION%BIOCYC%PWY-6377	1		Rejected!	
DOCOSAHEXAENOATE BIOSYNTHESIS IV (4-DESATURASE, MAMMALS)%BIOCYC%PWY-7727	4		Rejected!	
LANOSTEROL BIOSYNTHESIS%BIOCYC%PWY-6132	1		Rejected!	
SPHINGOSINE AND SPHINGOSINE-1-PHOSPHATE METABOLISM%BIOCYC%PWY3DJ-11470	13		Rejected!	
PURINE RIBONUCLEOSIDES DEGRADATION TO RIBOSE-1-PHOSPHATE%BIOCYC%PWY0-1296	3		Rejected!	
PYRIMIDINE DEOXYRIBONUCLEOSIDES DEGRADATION%BIOCYC%PWY-7181	4		Rejected!	
D-<I>MYO< I>-INOSITOL-5-PHOSPHATE METABOLISM%BIOCYC%PWY-6367	19		Rejected!	
ALLOPREGNANOLONE BIOSYNTHESIS%BIOCYC%PWY-7455	6		Rejected!	
SPERMINE BIOSYNTHESIS%BIOCYC%ARGSPECAT-PWY	1		Rejected!	
FOLATE TRANSFORMATIONS I%BIOCYC%PWY-2201-1	11		Rejected!	
GLYCEROL DEGRADATION%BIOCYC%PWY-4261	4		Rejected!	
D-MANNOSE DEGRADATION%BIOCYC%MANNCAT-PWY-1	1		Rejected!	
L-METHIONINE DEGRADATION%BIOCYC%METHIONINE-DEG1-PWY	4		Rejected!	
ADENINE AND ADENOSINE SALVAGE III%BIOCYC%PWY-6609	3		Rejected!	
REACTIVE OXYGEN SPECIES DEGRADATION%BIOCYC%DETOX1-PWY-1	11		Rejected!	
ADENOSINE NUCLEOTIDES DEGRADATION%BIOCYC%SALVADEHYPOX-PWY	8		Rejected!	
ACETONE DEGRADATION III (TO PROPANE-1,2-DIOL)%BIOCYC%PWY-7466	6		Rejected!	
L-CARNITINE BIOSYNTHESIS%BIOCYC%PWY-6100	4		Rejected!	
1D-<I>MYO< I>-INOSITOL HEXAKISPHOSPHATE BIOSYNTHESIS II (MAMMALIAN)%BIOCYC%PWY-6362	15		Rejected!	
LIPOXIN BIOSYNTHESIS%BIOCYC%PWY66-392	5		Rejected!	
TRIACYLGLYCEROL DEGRADATION%BIOCYC%LIPAS-PWY	14		Rejected!	
CMP-<I>N< I>-ACETYLNEURAMINATE BIOSYNTHESIS I (EUKARYOTES)%BIOCYC%PWY-6138	4		Rejected!	
CARDIOLIPIN BIOSYNTHESIS%BIOCYC%PWY-5269	3		Rejected!	
L-DOPA DEGRADATION%BIOCYC%PWY-6334	1		Rejected!	
CREATINE BIOSYNTHESIS%BIOCYC%GLYCGREAT-PWY	2		Rejected!	
UDP-&ALPHA;-D-GLUCURONATE BIOSYNTHESIS (FROM UDP-GLUCOSE)%BIOCYC%PWY-7346	1		Rejected!	
GUANOSINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7226	11		Rejected!	
FRUCTOSE 2,6-BISPHOSPHATE BIOSYNTHESIS%BIOCYC%PWY66-423	5		Rejected!	
GERANYLGERANYL DIPHOSPHATE BIOSYNTHESIS%BIOCYC%PWY-5120	1		Rejected!	
DTMP <I>DE NOVO< I> BIOSYNTHESIS (MITOCHONDRIAL)%BIOCYC%PWY66-385	3		Rejected!	
ADENOSINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7227	11		Rejected!	
NAD BIOSYNTHESIS FROM 2-AMINO-3-CARBOXYMUCONATE SEMIALDEHYDE%BIOCYC%PWY-5653	5		Rejected!	
HEME <I>A< I> BIOSYNTHESIS%BIOCYC%PWY-7856	1		Rejected!	
MRNA CAPPING I%BIOCYC%PWY-7375	2		Rejected!	
DI-HOMO-&GAMMA;-LINOLENATE METABOLITES BIOSYNTHESIS%BIOCYC%PWY-8396	1		Rejected!	
PHOSPHATIDYLSERINE BIOSYNTHESIS I%BIOCYC%PWY-7501	1		Rejected!	
(4Z,7Z,10Z,13Z,16Z)-DOCOSA-4,7,10,13,16-PENTAENOATE BIOSYNTHESIS II (4-DESATURASE)%BIOCYC%PWY-7728	5		Rejected!	
UDP-<I>N< I>-ACETYL-D-GALACTOSAMINE BIOSYNTHESIS I%BIOCYC%PWY-5512	1		Rejected!	
TERMINAL <I>O< I>-GLYCANS RESIDUES MODIFICATION (VIA TYPE 2 PRECURSOR DISACCHARIDE)%BIOCYC%PWY-7434	12		Rejected!	
ETHANOL DEGRADATION III%BIOCYC%PWY66-161	7		Rejected!	
ETHANOL DEGRADATION II%BIOCYC%PWY66-21	6		Rejected!	
2-OXOBUTANOATE DEGRADATION%BIOCYC%PWY-5130	8		Rejected!	
LACTOSE DEGRADATION III%BIOCYC%BGALACT-PWY	3		Rejected!	
NICOTINE DEGRADATION IV%BIOCYC%PWY66-201	13		Rejected!	
D-GALACTOSE DEGRADATION V (LELOIR PATHWAY)%BIOCYC%PWY66-422	6		Rejected!	
UDP-<I>N< I>-ACETYL-D-GLUCOSAMINE BIOSYNTHESIS II%BIOCYC%UDPNACETYLGALSYN-PWY	11		Rejected!	
L-ALANINE BIOSYNTHESIS%BIOCYC%ALANINE-SYN2-PWY	2		Rejected!	
INOSINE-5'-PHOSPHATE BIOSYNTHESIS%BIOCYC%PWY-6124	3		Rejected!	
L-LYSINE DEGRADATION (SACCHAROPINE PATHWAY)%BIOCYC%LYSINE-DEG1-PWY	4		Rejected!	
L-SELENOCYSTEINE BIOSYNTHESIS%BIOCYC%PWY-6281	6		Rejected!	
FATTY ACID &ALPHA;-OXIDATION%BIOCYC%PWY66-387	5		Rejected!	
GLUTAMINE BIOSYNTHESIS%BIOCYC%GLNSYN-PWY	1		Rejected!	
<I>TRANS, TRANS< I>-FARNESYL DIPHOSPHATE BIOSYNTHESIS%BIOCYC%PWY-5123	2		Rejected!	
THIO-MOLYBDENUM COFACTOR BIOSYNTHESIS%BIOCYC%PWY-5963	1		Rejected!	
WYBUTOSINE BIOSYNTHESIS%BIOCYC%PWY-7283	3		Rejected!	
ANANDAMIDE BIOSYNTHESIS I%BIOCYC%PWY-8051	7		Rejected!	
VALPROATE &BETA;-OXIDATION%BIOCYC%PWY-8182	5		Rejected!	
NAD <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%NADSYN-PWY	12		Rejected!	
LONG-CHAIN FATTY ACID ACTIVATION%BIOCYC%PWY-5143	5		Rejected!	
THIOSULFATE DISPROPORTIONATION IV (RHODANESE)%BIOCYC%PWY-5350	1		Rejected!	
2-ARACHIDONOYLGLYCEROL BIOSYNTHESIS%BIOCYC%PWY-8052	4		Rejected!	
ARSENIC DETOXIFICATION (MAMMALS)%BIOCYC%PWY-4202	9		Rejected!	
BUPROPION DEGRADATION%BIOCYC%PWY66-241	5		Rejected!	
PROTEIN <I>S< I>-NITROSYLATION AND DENITROSYLATION%BIOCYC%PWY-7798	1		Rejected!	
UDP-&ALPHA;-D-GLUCOSE BIOSYNTHESIS I%BIOCYC%PWY-7343	3		Rejected!	
ASPIRIN TRIGGERED RESOLVIN E BIOSYNTHESIS%BIOCYC%PWY66-394	3		Rejected!	
ORNITHINE <I>DE NOVO < I> BIOSYNTHESIS%BIOCYC%ARGININE-SYN4-PWY	1		Rejected!	
SULFATE ACTIVATION FOR SULFONATION%BIOCYC%PWY-5340	2		Rejected!	
GDP-MANNOSE BIOSYNTHESIS%BIOCYC%PWY-5659	6		Rejected!	
CHOLESTEROL BIOSYNTHESIS II (VIA 24,25-DIHYDROLANOSTEROL)%BIOCYC%PWY66-3	12		Rejected!	
UREA CYCLE%BIOCYC%PWY-4984	4		Rejected!	
GLYCINE BETAINE DEGRADATION II (MAMMALIAN)%BIOCYC%PWY-3661-1	4		Rejected!	
SULFIDE OXIDATION IV (METAZOA)%BIOCYC%PWY-7927	3		Rejected!	
HEME BIOSYNTHESIS%BIOCYC%PWY-5920	9		Rejected!	
PROPANOYL COA DEGRADATION I%BIOCYC%PROPIONMET-PWY	4		Rejected!	
L-THREONINE DEGRADATION%BIOCYC%PWY66-428	6		Rejected!	
GUANINE AND GUANOSINE SALVAGE%BIOCYC%PWY-6620	2		Rejected!	
CITRULLINE-NITRIC OXIDE CYCLE%BIOCYC%PWY-4983	5		Rejected!	
SUPERPATHWAY OF METHIONINE DEGRADATION%BIOCYC%PWY-5328	20	15		
TETRAPYRROLE BIOSYNTHESIS%BIOCYC%PWY-5189	5		Rejected!	
MEVALONATE PATHWAY%BIOCYC%PWY-922	10		Rejected!	
TAURINE BIOSYNTHESIS II%BIOCYC%PWY-7850	3		Rejected!	
ASCORBATE RECYCLING (CYTOSOLIC)%BIOCYC%PWY-6370	2		Rejected!	
DIACYLGLYCEROL AND TRIACYLGLYCEROL BIOSYNTHESIS%BIOCYC%TRIGLSYN-PWY	27	16		
FLAVIN BIOSYNTHESIS%HUMANCYC%11070	2		Rejected!	
D-<I>MYO< I>-INOSITOL (1,4,5,6)-TETRAKISPHOSPHATE BIOSYNTHESIS%BIOCYC%PWY-6366	3		Rejected!	
CATECHOLAMINE BIOSYNTHESIS%BIOCYC%PWY66-301	4		Rejected!	
7-(3-AMINO-3-CARBOXYPROPYL)-WYOSINE BIOSYNTHESIS%BIOCYC%PWY-7286	2		Rejected!	
TAURINE BIOSYNTHESIS I%BIOCYC%PWY-5331	3		Rejected!	
ADENINE AND ADENOSINE SALVAGE I%BIOCYC%P121-PWY	1		Rejected!	
MALATE-ASPARTATE SHUTTLE%BIOCYC%MALATE-ASPARTATE-SHUTTLE-PWY	3		Rejected!	
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	53	37		
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	99	75		
BDNF%IOB%BDNF	15		Rejected!	
CCR1%IOB%CCR1	25	16		
CCR5%IOB%CCR5	28	20		
CCR7%IOB%CCR7	17		Rejected!	
CCR9%IOB%CCR9	15		Rejected!	
CD40%IOB%CD40	20	19		
CXCR4%IOB%CXCR4	70	57		
EGFR1%IOB%EGFR1	374		Rejected!	
EPO%IOB%EPO	25	23		
FAS%IOB%FAS	82	76		
FLK2 FLT3%IOB%FLK2 FLT3	12		Rejected!	
G-CSF%IOB%G-CSF	33	30		
GDNF%IOB%GDNF	17		Rejected!	
GM-CSF%IOB%GM-CSF	52	46		
HEDGEHOG%IOB%HEDGEHOG	25	15		
ID%IOB%ID	17		Rejected!	
IFN-ALPHA%IOB%IFN-ALPHA	29	29		
IFN-GAMMA%IOB%IFN-GAMMA	22	21		
KITRECEPTOR%IOB%KITRECEPTOR	60	55		
LEPTIN%IOB%LEPTIN	24	20		
M-CSF%IOB%M-CSF	23	19		
NGF%IOB%NGF	7		Rejected!	
NOTCH%IOB%NOTCH	54	47		
TGF_BETA_RECEPTOR%IOB%TGF_BETA_RECEPTOR	133	112		
THROMBOPOIETIN%IOB%THROMBOPOIETIN	9		Rejected!	
TIE1 TEK%IOB%TIE1 TEK	14		Rejected!	
TNFALPHA%IOB%TNFALPHA	168	155		
TNFSF1%IOB%TNFSF1	14		Rejected!	
TNFSF3%IOB%TNFSF3	14		Rejected!	
TNFSF8%IOB%TNFSF8	9		Rejected!	
TRAIL%IOB%TRAIL	44	39		
WNT%IOB%WNT	64	41		
BIOCARTA_TERT_PATHWAY%MSIGDB_C2%BIOCARTA_TERT_PATHWAY	7		Rejected!	
PID_IL2_PI3K_PATHWAY%MSIGDB_C2%PID_IL2_PI3K_PATHWAY	30	27		
PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY	63	55		
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	125	98		
PID_FANCONI_PATHWAY%MSIGDB_C2%PID_FANCONI_PATHWAY	42	39		
BIOCARTA_MEF2D_PATHWAY%MSIGDB_C2%BIOCARTA_MEF2D_PATHWAY	15		Rejected!	
BIOCARTA_PPARG_PATHWAY%MSIGDB_C2%BIOCARTA_PPARG_PATHWAY	8		Rejected!	
PID_TGFBR_PATHWAY%MSIGDB_C2%PID_TGFBR_PATHWAY	39	32		
PID_SYNDECAN_4_PATHWAY%MSIGDB_C2%PID_SYNDECAN_4_PATHWAY	26	18		
PID_LPA4_PATHWAY%MSIGDB_C2%PID_LPA4_PATHWAY	10		Rejected!	
PID_NECTIN_PATHWAY%MSIGDB_C2%PID_NECTIN_PATHWAY	24	18		
PID_AURORA_B_PATHWAY%MSIGDB_C2%PID_AURORA_B_PATHWAY	28	18		
PID_ARF6_TRAFFICKING_PATHWAY%MSIGDB_C2%PID_ARF6_TRAFFICKING_PATHWAY	35	26		
BIOCARTA_TGFB_PATHWAY%MSIGDB_C2%BIOCARTA_TGFB_PATHWAY	13		Rejected!	
PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	36	24		
BIOCARTA_MRP_PATHWAY%MSIGDB_C2%BIOCARTA_MRP_PATHWAY	6		Rejected!	
PID_MYC_PATHWAY%MSIGDB_C2%PID_MYC_PATHWAY	21	20		
PID_EPHB_FWD_PATHWAY%MSIGDB_C2%PID_EPHB_FWD_PATHWAY	35	29		
BIOCARTA_PLCE_PATHWAY%MSIGDB_C2%BIOCARTA_PLCE_PATHWAY	8		Rejected!	
PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY	54	32		
PID_NFKAPPAB_ATYPICAL_PATHWAY%MSIGDB_C2%PID_NFKAPPAB_ATYPICAL_PATHWAY	14		Rejected!	
BIOCARTA_EPHA4_PATHWAY%MSIGDB_C2%BIOCARTA_EPHA4_PATHWAY	7		Rejected!	
PID_ERBB_NETWORK_PATHWAY%MSIGDB_C2%PID_ERBB_NETWORK_PATHWAY	14		Rejected!	
PID_ENDOTHELIN_PATHWAY%MSIGDB_C2%PID_ENDOTHELIN_PATHWAY	47	36		
BIOCARTA_FREE_PATHWAY%MSIGDB_C2%BIOCARTA_FREE_PATHWAY	9		Rejected!	
BIOCARTA_CYTOKINE_PATHWAY%MSIGDB_C2%BIOCARTA_CYTOKINE_PATHWAY	19		Rejected!	
BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY	24	23		
PID_HIF1A_PATHWAY%MSIGDB_C2%PID_HIF1A_PATHWAY	13		Rejected!	
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY%MSIGDB_C2%PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	38	29		
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	21	18		
BIOCARTA_IL3_PATHWAY%MSIGDB_C2%BIOCARTA_IL3_PATHWAY	13		Rejected!	
PID_RAS_PATHWAY%MSIGDB_C2%PID_RAS_PATHWAY	23	19		
BIOCARTA_IL2_PATHWAY%MSIGDB_C2%BIOCARTA_IL2_PATHWAY	20	19		
PID_ERBB2_ERBB3_PATHWAY%MSIGDB_C2%PID_ERBB2_ERBB3_PATHWAY	37	33		
BIOCARTA_AKAP95_PATHWAY%MSIGDB_C2%BIOCARTA_AKAP95_PATHWAY	7		Rejected!	
PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY	28	24		
PID_PDGFRA_PATHWAY%MSIGDB_C2%PID_PDGFRA_PATHWAY	17		Rejected!	
PID_REELIN_PATHWAY%MSIGDB_C2%PID_REELIN_PATHWAY	22	19		
BIOCARTA_P38MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_P38MAPK_PATHWAY	29	27		
BIOCARTA_RB_PATHWAY%MSIGDB_C2%BIOCARTA_RB_PATHWAY	10		Rejected!	
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	27	26		
BIOCARTA_ACE2_PATHWAY%MSIGDB_C2%BIOCARTA_ACE2_PATHWAY	11		Rejected!	
BIOCARTA_STATHMIN_PATHWAY%MSIGDB_C2%BIOCARTA_STATHMIN_PATHWAY	16		Rejected!	
PID_P38_ALPHA_BETA_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_PATHWAY	24	22		
BIOCARTA_41BB_PATHWAY%MSIGDB_C2%BIOCARTA_41BB_PATHWAY	17		Rejected!	
BIOCARTA_SALMONELLA_PATHWAY%MSIGDB_C2%BIOCARTA_SALMONELLA_PATHWAY	5		Rejected!	
PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY	37		Rejected!	
PID_IL4_2PATHWAY%MSIGDB_C2%PID_IL4_2PATHWAY	52	39		
PID_NCADHERIN_PATHWAY%MSIGDB_C2%PID_NCADHERIN_PATHWAY	30	20		
BIOCARTA_HIF_PATHWAY%MSIGDB_C2%BIOCARTA_HIF_PATHWAY	11		Rejected!	
PID_LYMPH_ANGIOGENESIS_PATHWAY%MSIGDB_C2%PID_LYMPH_ANGIOGENESIS_PATHWAY	21	19		
BIOCARTA_P35ALZHEIMERS_PATHWAY%MSIGDB_C2%BIOCARTA_P35ALZHEIMERS_PATHWAY	7		Rejected!	
PID_WNT_SIGNALING_PATHWAY%MSIGDB_C2%PID_WNT_SIGNALING_PATHWAY	24		Rejected!	
BIOCARTA_BARRESTIN_SRC_PATHWAY%MSIGDB_C2%BIOCARTA_BARRESTIN_SRC_PATHWAY	14		Rejected!	
PID_ALPHA_SYNUCLEIN_PATHWAY%MSIGDB_C2%PID_ALPHA_SYNUCLEIN_PATHWAY	27	20		
BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY	22	21		
BIOCARTA_PDGF_PATHWAY%MSIGDB_C2%BIOCARTA_PDGF_PATHWAY	22	21		
BIOCARTA_GRANULOCYTES_PATHWAY%MSIGDB_C2%BIOCARTA_GRANULOCYTES_PATHWAY	11		Rejected!	
PID_AMB2_NEUTROPHILS_PATHWAY%MSIGDB_C2%PID_AMB2_NEUTROPHILS_PATHWAY	31	21		
BIOCARTA_BAD_PATHWAY%MSIGDB_C2%BIOCARTA_BAD_PATHWAY	18	15		
BIOCARTA_LYMPHOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_LYMPHOCYTE_PATHWAY	6		Rejected!	
PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	38	30		
BIOCARTA_ARF_PATHWAY%MSIGDB_C2%BIOCARTA_ARF_PATHWAY	11		Rejected!	
PID_TXA2PATHWAY%MSIGDB_C2%PID_TXA2PATHWAY	42	32		
PID_ERBB4_PATHWAY%MSIGDB_C2%PID_ERBB4_PATHWAY	33	25		
BIOCARTA_CREB_PATHWAY%MSIGDB_C2%BIOCARTA_CREB_PATHWAY	17	15		
PID_IL8_CXCR2_PATHWAY%MSIGDB_C2%PID_IL8_CXCR2_PATHWAY	25	22		
BIOCARTA_LIS1_PATHWAY%MSIGDB_C2%BIOCARTA_LIS1_PATHWAY	15		Rejected!	
BIOCARTA_EPO_PATHWAY%MSIGDB_C2%BIOCARTA_EPO_PATHWAY	16		Rejected!	
BIOCARTA_ERBB4_PATHWAY%MSIGDB_C2%BIOCARTA_ERBB4_PATHWAY	7		Rejected!	
BIOCARTA_UCALPAIN_PATHWAY%MSIGDB_C2%BIOCARTA_UCALPAIN_PATHWAY	11		Rejected!	
PID_NEPHRIN_NEPH1_PATHWAY%MSIGDB_C2%PID_NEPHRIN_NEPH1_PATHWAY	28	21		
BIOCARTA_THELPER_PATHWAY%MSIGDB_C2%BIOCARTA_THELPER_PATHWAY	7		Rejected!	
PID_CASPASE_PATHWAY%MSIGDB_C2%PID_CASPASE_PATHWAY	40	35		
PID_CDC42_PATHWAY%MSIGDB_C2%PID_CDC42_PATHWAY	57	47		
BIOCARTA_VEGF_PATHWAY%MSIGDB_C2%BIOCARTA_VEGF_PATHWAY	22	19		
BIOCARTA_AKT_PATHWAY%MSIGDB_C2%BIOCARTA_AKT_PATHWAY	17		Rejected!	
BIOCARTA_RAB_PATHWAY%MSIGDB_C2%BIOCARTA_RAB_PATHWAY	11		Rejected!	
BIOCARTA_CREM_PATHWAY%MSIGDB_C2%BIOCARTA_CREM_PATHWAY	5		Rejected!	
PID_SYNDECAN_3_PATHWAY%MSIGDB_C2%PID_SYNDECAN_3_PATHWAY	13		Rejected!	
PID_AURORA_A_PATHWAY%MSIGDB_C2%PID_AURORA_A_PATHWAY	25	21		
PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY	69	60		
BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY	20	17		
BIOCARTA_PTC1_PATHWAY%MSIGDB_C2%BIOCARTA_PTC1_PATHWAY	9		Rejected!	
BIOCARTA_BIOPEPTIDES_PATHWAY%MSIGDB_C2%BIOCARTA_BIOPEPTIDES_PATHWAY	25	20		
PID_TNF_PATHWAY%MSIGDB_C2%PID_TNF_PATHWAY	39	36		
PID_P38_MK2_PATHWAY%MSIGDB_C2%PID_P38_MK2_PATHWAY	17		Rejected!	
BIOCARTA_NOS1_PATHWAY%MSIGDB_C2%BIOCARTA_NOS1_PATHWAY	12		Rejected!	
BIOCARTA_TCYTOTOXIC_PATHWAY%MSIGDB_C2%BIOCARTA_TCYTOTOXIC_PATHWAY	8		Rejected!	
PID_GLYPICAN_1PATHWAY%MSIGDB_C2%PID_GLYPICAN_1PATHWAY	23	18		
BIOCARTA_NGF_PATHWAY%MSIGDB_C2%BIOCARTA_NGF_PATHWAY	16		Rejected!	
PID_CXCR3_PATHWAY%MSIGDB_C2%PID_CXCR3_PATHWAY	35	32		
BIOCARTA_TRKA_PATHWAY%MSIGDB_C2%BIOCARTA_TRKA_PATHWAY	11		Rejected!	
BIOCARTA_PLK3_PATHWAY%MSIGDB_C2%BIOCARTA_PLK3_PATHWAY	5		Rejected!	
PID_VEGFR1_PATHWAY%MSIGDB_C2%PID_VEGFR1_PATHWAY	18	15		
BIOCARTA_VIP_PATHWAY%MSIGDB_C2%BIOCARTA_VIP_PATHWAY	19	15		
PID_GMCSF_PATHWAY%MSIGDB_C2%PID_GMCSF_PATHWAY	31	29		
BIOCARTA_BARRESTIN_PATHWAY%MSIGDB_C2%BIOCARTA_BARRESTIN_PATHWAY	10		Rejected!	
