NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051146	STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051146		78	0.5719299	1.7979531	0.0	0.015881082	0.828	1551	tags=33%, list=12%, signal=37%	
REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878	REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878		156	0.51969165	1.7950684	0.0	0.016637297	0.839	2642	tags=42%, list=20%, signal=51%	
HALLMARK_PROTEIN_SECRETION%MSIGDBHALLMARK%HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION%MSIGDBHALLMARK%HALLMARK_PROTEIN_SECRETION		75	0.57804346	1.7948653	0.0	0.01654367	0.841	2674	tags=47%, list=20%, signal=58%	
REGULATION OF CELL SHAPE%GOBP%GO:0008360	REGULATION OF CELL SHAPE%GOBP%GO:0008360		88	0.5528749	1.794204	0.0	0.016601421	0.843	1451	tags=32%, list=11%, signal=35%	
HALLMARK_COMPLEMENT%MSIGDBHALLMARK%HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT%MSIGDBHALLMARK%HALLMARK_COMPLEMENT		117	0.5414883	1.792658	0.0	0.016851079	0.852	1620	tags=36%, list=12%, signal=40%	
ANTIMICROBIAL PEPTIDES%REACTOME%R-HSA-6803157.4	ANTIMICROBIAL PEPTIDES%REACTOME%R-HSA-6803157.4		28	0.688832	1.7923621	0.0015337423	0.01673192	0.852	2522	tags=54%, list=19%, signal=66%	
ETHER METABOLIC PROCESS%GOBP%GO:0018904	ETHER METABOLIC PROCESS%GOBP%GO:0018904		19	0.735583	1.7880374	0.0015847861	0.01782091	0.879	1364	tags=47%, list=10%, signal=53%	
INSULIN RECEPTOR RECYCLING%REACTOME DATABASE ID RELEASE 65%77387	INSULIN RECEPTOR RECYCLING%REACTOME DATABASE ID RELEASE 65%77387		24	0.6993173	1.7880294	0.0	0.017669886	0.879	2458	tags=58%, list=18%, signal=71%	
POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032755	POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032755		60	0.58948606	1.7868916	0.0013850415	0.017945217	0.886	1834	tags=45%, list=14%, signal=52%	
CELLULAR LIPID CATABOLIC PROCESS%GOBP%GO:0044242	CELLULAR LIPID CATABOLIC PROCESS%GOBP%GO:0044242		133	0.5283929	1.7863387	0.0	0.017946798	0.889	3300	tags=48%, list=25%, signal=63%	
TRANSFERRIN ENDOCYTOSIS AND RECYCLING%REACTOME DATABASE ID RELEASE 65%917977	TRANSFERRIN ENDOCYTOSIS AND RECYCLING%REACTOME DATABASE ID RELEASE 65%917977		25	0.68548423	1.7818222	0.0	0.019305477	0.91	2458	tags=52%, list=18%, signal=64%	
CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS%GOBP%GO:1901136	CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS%GOBP%GO:1901136		136	0.521512	1.7815188	0.0	0.019204972	0.911	2094	tags=37%, list=16%, signal=43%	
PLATELET AGGREGATION (PLUG FORMATION)%REACTOME%R-HSA-76009.4	PLATELET AGGREGATION (PLUG FORMATION)%REACTOME%R-HSA-76009.4		27	0.6677762	1.7772808	0.0	0.020448681	0.929	1961	tags=48%, list=15%, signal=56%	
REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0006937	REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0006937		71	0.5681003	1.776433	0.0	0.020592682	0.933	812	tags=25%, list=6%, signal=27%	
ACTIN FILAMENT ORGANIZATION%GOBP%GO:0007015	ACTIN FILAMENT ORGANIZATION%GOBP%GO:0007015		186	0.50940555	1.7764244	0.0	0.020436184	0.933	2007	tags=35%, list=15%, signal=41%	
CELL-EXTRACELLULAR MATRIX INTERACTIONS%REACTOME%R-HSA-446353.3	CELL-EXTRACELLULAR MATRIX INTERACTIONS%REACTOME%R-HSA-446353.3		15	0.76510406	1.774805	0.0	0.02084188	0.936	999	tags=47%, list=7%, signal=50%	
MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20240210%WP3937%HOMO SAPIENS	MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20240210%WP3937%HOMO SAPIENS		28	0.6611058	1.7747551	0.00295858	0.0207016	0.936	2008	tags=50%, list=15%, signal=59%	
NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045671	NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045671		17	0.74339384	1.7734339	0.0	0.0208941	0.94	1225	tags=41%, list=9%, signal=45%	
ACTIVATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0002218	ACTIVATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0002218		135	0.5267045	1.7681208	0.0	0.022505485	0.951	2108	tags=37%, list=16%, signal=43%	
TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002224	TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002224		37	0.630411	1.7674886	0.0014771048	0.022612024	0.953	1407	tags=38%, list=10%, signal=42%	
ECM PROTEOGLYCANS%REACTOME DATABASE ID RELEASE 65%3000178	ECM PROTEOGLYCANS%REACTOME DATABASE ID RELEASE 65%3000178		28	0.6671037	1.7649463	0.0031796503	0.02339222	0.959	1594	tags=36%, list=12%, signal=40%	
MACROPHAGE ACTIVATION%GOBP%GO:0042116	MACROPHAGE ACTIVATION%GOBP%GO:0042116		32	0.6320631	1.7576741	0.0014619883	0.025886277	0.969	2206	tags=63%, list=16%, signal=75%	
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.4	REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.4		47	0.6078162	1.7547387	0.0014224751	0.026987342	0.976	2254	tags=47%, list=17%, signal=56%	
BIOLOGICAL OXIDATIONS%REACTOME DATABASE ID RELEASE 65%211859	BIOLOGICAL OXIDATIONS%REACTOME DATABASE ID RELEASE 65%211859		105	0.538325	1.7539552	0.0	0.027027065	0.977	2334	tags=27%, list=17%, signal=32%	
ACTIN FILAMENT POLYMERIZATION%GOBP%GO:0030041	ACTIN FILAMENT POLYMERIZATION%GOBP%GO:0030041		27	0.67309767	1.7539524	0.0	0.026826864	0.977	1947	tags=48%, list=14%, signal=56%	
PID_TOLL_ENDOGENOUS_PATHWAY%MSIGDB_C2%PID_TOLL_ENDOGENOUS_PATHWAY	PID_TOLL_ENDOGENOUS_PATHWAY%MSIGDB_C2%PID_TOLL_ENDOGENOUS_PATHWAY		19	0.70762146	1.7531189	0.0015898251	0.02695481	0.978	1164	tags=42%, list=9%, signal=46%	
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000379	POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000379		41	0.62534875	1.752247	0.002945508	0.027221484	0.979	1957	tags=44%, list=15%, signal=51%	
ENDOGENOUS TLR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOGENOUS TLR SIGNALING	ENDOGENOUS TLR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOGENOUS TLR SIGNALING		22	0.6979764	1.752132	0.0	0.02705353	0.979	1407	tags=45%, list=10%, signal=51%	
RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904	RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904		83	0.554206	1.7515757	0.0	0.027126193	0.98	2967	tags=40%, list=22%, signal=51%	
HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS		104	0.5324874	1.7493007	0.0	0.028083561	0.982	1965	tags=35%, list=15%, signal=40%	
ATP METABOLIC PROCESS%GOBP%GO:0046034	ATP METABOLIC PROCESS%GOBP%GO:0046034		103	0.5345904	1.7475213	0.0	0.028769271	0.982	1458	tags=27%, list=11%, signal=30%	
PATHOGENIC ESCHERICHIA COLI INFECTION%WIKIPATHWAYS_20240210%WP2272%HOMO SAPIENS	PATHOGENIC ESCHERICHIA COLI INFECTION%WIKIPATHWAYS_20240210%WP2272%HOMO SAPIENS		39	0.6196844	1.7451086	0.0014164306	0.029681612	0.983	2111	tags=46%, list=16%, signal=55%	
REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032675	REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032675		89	0.5475346	1.743733	0.0	0.030030545	0.985	1834	tags=38%, list=14%, signal=44%	
METABOLISM OF POLYAMINES%REACTOME%R-HSA-351202.5	METABOLISM OF POLYAMINES%REACTOME%R-HSA-351202.5		54	0.5821376	1.7436643	0.0	0.029835979	0.986	2254	tags=44%, list=17%, signal=53%	
REGULATION OF SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0090322	REGULATION OF SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0090322		17	0.725786	1.7404373	0.0	0.031234898	0.989	2328	tags=59%, list=17%, signal=71%	
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905476	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905476		24	0.68384045	1.740002	0.00456621	0.031283658	0.989	2076	tags=63%, list=15%, signal=74%	
POSITIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051092	POSITIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051092		106	0.52729356	1.7389573	0.0	0.031653535	0.989	1367	tags=26%, list=10%, signal=29%	
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%R-HSA-389960.4	FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%R-HSA-389960.4		19	0.70078677	1.7389235	0.0	0.031446464	0.989	3261	tags=79%, list=24%, signal=104%	
COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%R-HSA-389958.4	COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%R-HSA-389958.4		26	0.66287667	1.7378094	0.0015408321	0.03171579	0.989	3456	tags=73%, list=26%, signal=98%	
DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607	DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607		157	0.50920856	1.7362254	0.0	0.032344434	0.99	3375	tags=51%, list=25%, signal=67%	
HALLMARK_ANGIOGENESIS%MSIGDBHALLMARK%HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS%MSIGDBHALLMARK%HALLMARK_ANGIOGENESIS		20	0.701775	1.7345395	0.0	0.032983784	0.991	963	tags=45%, list=7%, signal=48%	
SPHINGOLIPID CATABOLIC PROCESS%GOBP%GO:0030149	SPHINGOLIPID CATABOLIC PROCESS%GOBP%GO:0030149		27	0.6632239	1.7338926	0.001510574	0.03298557	0.991	3178	tags=70%, list=24%, signal=92%	
NEGATIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002762	NEGATIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002762		25	0.66221374	1.7328951	0.001572327	0.033231214	0.993	1225	tags=28%, list=9%, signal=31%	
REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000008	REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000008		29	0.6482772	1.7313974	0.0	0.033780374	0.995	2334	tags=52%, list=17%, signal=62%	
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000377	REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000377		80	0.5461919	1.7295772	0.0013262599	0.034615323	0.995	1957	tags=33%, list=15%, signal=38%	
POSITIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045807	POSITIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045807		92	0.53644747	1.7275115	0.0	0.03543317	0.995	2817	tags=43%, list=21%, signal=55%	
POSITIVE REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001259	POSITIVE REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001259		26	0.6684459	1.7261648	0.0	0.035964612	0.996	1371	tags=35%, list=10%, signal=38%	
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904376	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904376		20	0.70382583	1.7248987	0.0031152647	0.036399804	0.997	2076	tags=60%, list=15%, signal=71%	
PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009144	PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009144		119	0.5203851	1.7244015	0.0	0.036430832	0.997	2130	tags=32%, list=16%, signal=38%	
MUSCLE CELL DIFFERENTIATION%GOBP%GO:0042692	MUSCLE CELL DIFFERENTIATION%GOBP%GO:0042692		98	0.52218854	1.7236893	0.0	0.036543038	0.997	1551	tags=28%, list=12%, signal=31%	
AMINO ACIDS REGULATE MTORC1%REACTOME DATABASE ID RELEASE 65%9639288	AMINO ACIDS REGULATE MTORC1%REACTOME DATABASE ID RELEASE 65%9639288		47	0.59767026	1.7234952	0.0	0.036428604	0.997	2706	tags=43%, list=20%, signal=53%	
PID_RAC1_PATHWAY%MSIGDB_C2%PID_RAC1_PATHWAY	PID_RAC1_PATHWAY%MSIGDB_C2%PID_RAC1_PATHWAY		40	0.60499716	1.723082	0.002967359	0.036408667	0.997	1273	tags=40%, list=9%, signal=44%	
NEURAL NUCLEUS DEVELOPMENT%GOBP%GO:0048857	NEURAL NUCLEUS DEVELOPMENT%GOBP%GO:0048857		35	0.61960256	1.7224213	0.005882353	0.036623605	0.997	1437	tags=34%, list=11%, signal=38%	
MONOATOMIC ANION TRANSPORT%GOBP%GO:0006820	MONOATOMIC ANION TRANSPORT%GOBP%GO:0006820		48	0.5823541	1.7221749	0.0014025245	0.03651148	0.998	1904	tags=33%, list=14%, signal=39%	
ATP BIOSYNTHESIS%BIOCYC%PWY-7980	ATP BIOSYNTHESIS%BIOCYC%PWY-7980		18	0.7191904	1.721004	0.0031347962	0.036894556	0.998	2503	tags=61%, list=19%, signal=75%	
CYTOCHROME P450 - ARRANGED BY SUBSTRATE TYPE%REACTOME%R-HSA-211897.4	CYTOCHROME P450 - ARRANGED BY SUBSTRATE TYPE%REACTOME%R-HSA-211897.4		25	0.6609251	1.7201225	0.004497751	0.037176006	0.998	2210	tags=32%, list=16%, signal=38%	
PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006654	PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006654		25	0.6650724	1.7199893	0.0015600624	0.037007716	0.998	2164	tags=52%, list=16%, signal=62%	
POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766	POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766		46	0.5835548	1.7191516	0.0028089888	0.03721842	0.998	2018	tags=41%, list=15%, signal=48%	
REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044088	REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044088		49	0.5835276	1.7168834	0.0014084507	0.03824524	0.998	2368	tags=45%, list=18%, signal=54%	
CARBOHYDRATE CATABOLIC PROCESS%GOBP%GO:0016052	CARBOHYDRATE CATABOLIC PROCESS%GOBP%GO:0016052		57	0.57468134	1.7167801	0.0	0.038085446	0.998	981	tags=32%, list=7%, signal=34%	
ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456	ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456		25	0.66437995	1.7107761	0.0061068702	0.041304126	0.999	1442	tags=52%, list=11%, signal=58%	
XENOBIOTIC METABOLIC PROCESS%GOBP%GO:0006805	XENOBIOTIC METABOLIC PROCESS%GOBP%GO:0006805		57	0.5788066	1.7095696	0.0014124294	0.041825086	0.999	2016	tags=26%, list=15%, signal=31%	
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%R-HSA-1236978.3	CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%R-HSA-1236978.3		45	0.582359	1.7060738	0.001472754	0.043749113	0.999	2974	tags=53%, list=22%, signal=68%	
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903077	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903077		18	0.7160482	1.7060635	0.0	0.043514874	0.999	2076	tags=67%, list=15%, signal=79%	
INFLAMMASOMES%REACTOME DATABASE ID RELEASE 65%622312	INFLAMMASOMES%REACTOME DATABASE ID RELEASE 65%622312		20	0.6864339	1.7038741	0.0	0.04470496	0.999	1203	tags=45%, list=9%, signal=49%	
REGULATION OF HEART CONTRACTION%GOBP%GO:0008016	REGULATION OF HEART CONTRACTION%GOBP%GO:0008016		86	0.5286754	1.7014838	0.0	0.046006385	0.999	1082	tags=22%, list=8%, signal=24%	
DIGESTION%GOBP%GO:0007586	DIGESTION%GOBP%GO:0007586		26	0.65172	1.7013897	0.001572327	0.045820355	0.999	1654	tags=42%, list=12%, signal=48%	
NADH METABOLIC PROCESS%GOBP%GO:0006734	NADH METABOLIC PROCESS%GOBP%GO:0006734		22	0.6741211	1.698837	0.0015479876	0.04727147	0.999	1501	tags=45%, list=11%, signal=51%	
CARDIOMYOCYTE SIGNALING PATHWAYS CONVERGING ON TITIN%WIKIPATHWAYS_20240210%WP5344%HOMO SAPIENS	CARDIOMYOCYTE SIGNALING PATHWAYS CONVERGING ON TITIN%WIKIPATHWAYS_20240210%WP5344%HOMO SAPIENS		17	0.7183008	1.6986398	0.006153846	0.04710325	0.999	2420	tags=47%, list=18%, signal=57%	
REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391	REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391		159	0.49433059	1.6973753	0.0	0.047747605	0.999	1474	tags=21%, list=11%, signal=24%	
GLYCOSPHINGOLIPID METABOLISM%REACTOME%R-HSA-1660662.8	GLYCOSPHINGOLIPID METABOLISM%REACTOME%R-HSA-1660662.8		43	0.5996862	1.6967955	0.0029761905	0.047878522	1.0	1560	tags=35%, list=12%, signal=39%	
REGULATION OF POSTSYNAPTIC MEMBRANE NEUROTRANSMITTER RECEPTOR LEVELS%GOBP%GO:0099072	REGULATION OF POSTSYNAPTIC MEMBRANE NEUROTRANSMITTER RECEPTOR LEVELS%GOBP%GO:0099072		18	0.6954265	1.6957257	0.0045592706	0.048269667	1.0	2570	tags=61%, list=19%, signal=75%	
PPAR SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP3942%HOMO SAPIENS	PPAR SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP3942%HOMO SAPIENS		27	0.6414699	1.6945132	0.0015337423	0.048876263	1.0	2141	tags=44%, list=16%, signal=53%	
PHOSPHATIDIC ACID METABOLIC PROCESS%GOBP%GO:0046473	PHOSPHATIDIC ACID METABOLIC PROCESS%GOBP%GO:0046473		26	0.6465497	1.6937817	0.0045731706	0.04907533	1.0	2164	tags=50%, list=16%, signal=59%	
FORMATION OF THE CORNIFIED ENVELOPE%REACTOME DATABASE ID RELEASE 65%6809371	FORMATION OF THE CORNIFIED ENVELOPE%REACTOME DATABASE ID RELEASE 65%6809371		19	0.7001862	1.6937338	0.009724474	0.048831813	1.0	1096	tags=37%, list=8%, signal=40%	
GLYCOSYL COMPOUND CATABOLIC PROCESS%GOBP%GO:1901658	GLYCOSYL COMPOUND CATABOLIC PROCESS%GOBP%GO:1901658		21	0.6819764	1.6924814	0.0	0.049500957	1.0	1875	tags=43%, list=14%, signal=50%	
NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141	NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141		132	0.5010879	1.6908174	0.0	0.05042291	1.0	2366	tags=32%, list=18%, signal=38%	
INORGANIC ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098661	INORGANIC ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098661		33	0.6181816	1.6892282	0.004511278	0.0512693	1.0	1720	tags=33%, list=13%, signal=38%	
ION CHANNEL TRANSPORT%REACTOME DATABASE ID RELEASE 65%983712	ION CHANNEL TRANSPORT%REACTOME DATABASE ID RELEASE 65%983712		113	0.5069066	1.6891911	0.0	0.051040735	1.0	2535	tags=35%, list=19%, signal=43%	
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%R-HSA-1474244.4	EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%R-HSA-1474244.4		173	0.48349917	1.688861	0.0	0.051027197	1.0	1837	tags=25%, list=14%, signal=28%	
CELL-MATRIX ADHESION%GOBP%GO:0007160	CELL-MATRIX ADHESION%GOBP%GO:0007160		73	0.54376894	1.687905	0.0	0.051419057	1.0	1568	tags=27%, list=12%, signal=31%	
SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0006801	SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0006801		23	0.658256	1.6874592	0.00952381	0.051492028	1.0	2097	tags=52%, list=16%, signal=62%	
REGULATION OF RECEPTOR RECYCLING%GOBP%GO:0001919	REGULATION OF RECEPTOR RECYCLING%GOBP%GO:0001919		16	0.7257732	1.6871337	0.0030627872	0.051444367	1.0	1529	tags=38%, list=11%, signal=42%	
PYRUVATE METABOLIC PROCESS%GOBP%GO:0006090	PYRUVATE METABOLIC PROCESS%GOBP%GO:0006090		39	0.58142024	1.686798	0.005988024	0.051381506	1.0	2090	tags=44%, list=16%, signal=51%	
NAD CATABOLIC PROCESS%GOBP%GO:0019677	NAD CATABOLIC PROCESS%GOBP%GO:0019677		16	0.7156512	1.6864132	0.0063593006	0.0513511	1.0	944	tags=50%, list=7%, signal=54%	
FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20240210%WP143%HOMO SAPIENS	FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20240210%WP143%HOMO SAPIENS		21	0.67162216	1.6848654	0.0031397175	0.052200075	1.0	2962	tags=62%, list=22%, signal=79%	
REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655	REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655		46	0.57791895	1.6835958	0.0	0.052783508	1.0	984	tags=28%, list=7%, signal=30%	
REGULATION OF MEMBRANE REPOLARIZATION%GOBP%GO:0060306	REGULATION OF MEMBRANE REPOLARIZATION%GOBP%GO:0060306		18	0.7041841	1.6824299	0.0031496063	0.053335425	1.0	1070	tags=39%, list=8%, signal=42%	
MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775	MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775		75	0.5368198	1.681846	0.0013404826	0.053538375	1.0	3858	tags=49%, list=29%, signal=69%	
REGULATION OF BLOOD CIRCULATION%GOBP%GO:1903522	REGULATION OF BLOOD CIRCULATION%GOBP%GO:1903522		101	0.5126777	1.6815449	0.0	0.053557653	1.0	1371	tags=23%, list=10%, signal=25%	
REGULATION OF PLATELET AGGREGATION%GOBP%GO:0090330	REGULATION OF PLATELET AGGREGATION%GOBP%GO:0090330		21	0.65983754	1.6811382	0.004608295	0.05350185	1.0	2522	tags=62%, list=19%, signal=76%	
GLYCOLYTIC PROCESS%GOBP%GO:0006096	GLYCOLYTIC PROCESS%GOBP%GO:0006096		25	0.648024	1.6808757	0.0030816642	0.05340648	1.0	981	tags=48%, list=7%, signal=52%	
COPI-INDEPENDENT GOLGI-TO-ER RETROGRADE TRAFFIC%REACTOME%R-HSA-6811436.2	COPI-INDEPENDENT GOLGI-TO-ER RETROGRADE TRAFFIC%REACTOME%R-HSA-6811436.2		32	0.61761606	1.6784017	0.00443787	0.054978993	1.0	3472	tags=56%, list=26%, signal=76%	
AEROBIC ELECTRON TRANSPORT CHAIN%GOBP%GO:0019646	AEROBIC ELECTRON TRANSPORT CHAIN%GOBP%GO:0019646		74	0.5361663	1.6783292	0.0	0.05476868	1.0	3858	tags=49%, list=29%, signal=68%	
PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205	PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205		116	0.51215136	1.6780568	0.0012870013	0.05475214	1.0	1458	tags=27%, list=11%, signal=30%	
SECRETION BY CELL%GOBP%GO:0032940	SECRETION BY CELL%GOBP%GO:0032940		176	0.48339182	1.6778885	0.0	0.05458924	1.0	2470	tags=30%, list=18%, signal=36%	
HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION	HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION		59	0.54637915	1.674565	0.0014265336	0.056905054	1.0	1391	tags=34%, list=10%, signal=38%	
NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044	NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044		39	0.5904233	1.6742289	0.0028288544	0.05697051	1.0	2242	tags=28%, list=17%, signal=34%	
INORGANIC ANION TRANSPORT%GOBP%GO:0015698	INORGANIC ANION TRANSPORT%GOBP%GO:0015698		59	0.5499847	1.6737038	0.0014025245	0.0571418	1.0	1720	tags=29%, list=13%, signal=33%	
POSITIVE REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070169	POSITIVE REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070169		27	0.6361509	1.673096	0.0075301207	0.05729245	1.0	2075	tags=41%, list=15%, signal=48%	
GLUCONEOGENESIS%REACTOME DATABASE ID RELEASE 65%70263	GLUCONEOGENESIS%REACTOME DATABASE ID RELEASE 65%70263		25	0.65241104	1.6723297	0.0075987843	0.05763187	1.0	2366	tags=40%, list=18%, signal=48%	
POSITIVE REGULATION OF TRANSPORTER ACTIVITY%GOBP%GO:0032411	POSITIVE REGULATION OF TRANSPORTER ACTIVITY%GOBP%GO:0032411		53	0.5606908	1.6718994	0.0014044944	0.057716683	1.0	1707	tags=30%, list=13%, signal=34%	
BBSOME-MEDIATED CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 65%5620922	BBSOME-MEDIATED CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 65%5620922		21	0.6711919	1.6716416	0.0031055901	0.05764905	1.0	2938	tags=57%, list=22%, signal=73%	
MYELOID LEUKOCYTE ACTIVATION%GOBP%GO:0002274	MYELOID LEUKOCYTE ACTIVATION%GOBP%GO:0002274		78	0.527608	1.6706572	0.0	0.058090672	1.0	2764	tags=58%, list=21%, signal=72%	
